Date,High,Low,Open,Close,Adj Close,Volume
2018-01-02,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-03,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-04,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-05,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-08,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-09,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-10,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-11,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-12,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-15,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-16,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-17,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-18,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-19,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-22,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-23,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-24,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-25,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-26,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-29,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-30,6.1,6.1,6.1,6.1,3.974,0.0
2018-01-31,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-01,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-02,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-05,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-06,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-07,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-08,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-09,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-12,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-13,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-21,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-22,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-23,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-26,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-27,6.1,6.1,6.1,6.1,3.974,0.0
2018-02-28,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-01,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-02,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-05,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-06,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-07,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-08,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-09,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-12,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-13,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-14,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-15,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-16,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-19,6.1,6.1,6.1,6.1,3.974,0.0
2018-03-20,6.1,6.1,6.1,6.1,3.974,0.0
